Node,Centrality
record,0.00021358393848782572
date,0.009184109354976506
208,0.008756941478000855
##6,0.0149508756941478
04,0.00598035027765912
18,0.00854335753951303
z,0.0066211020931225975
##as,0.004698846646732166
##tr,0.002349423323366083
##ow,0.002776591200341734
##re,0.009824861170439982
##ne,0.007689021785561726
425,0.00042716787697565144
##21,0.0025630072618539087
##5,0.016873131140538233
##8,0.01794105083297736
##3,0.015378043571123452
##va,0.006193934216146946
hall,0.00042716787697565144
internal,0.00598035027765912
medicine,0.00448526270824434
davis,0.00042716787697565144
month,0.006834686031610423
##an,0.005339598462195643
hospital,0.008756941478000855
39,0.0008543357539513029
glen,0.00042716787697565144
##ea,0.002776591200341734
##gle,0.00042716787697565144
drive,0.0021358393848782574
naples,0.00042716787697565144
ok,0.0008543357539513029
73,0.004698846646732166
##25,0.0008543357539513029
##7,0.018795386586928663
dear,0.004058094831268688
irene,0.0006407518154634772
##ast,0.0008543357539513029
##row,0.0006407518154634772
66,0.004912430585219991
years,0.011319948739854762
old,0.0066211020931225975
returned,0.002349423323366083
follow,0.022853481418197354
##up,0.005766766339171295
co,0.03246475865014951
##rona,0.00149508756941478
##ry,0.0070482699700982485
artery,0.004698846646732166
disease,0.018795386586928663
non,0.016018795386586928
st,0.012601452370781717
segment,0.0019222554463904314
elevation,0.0008543357539513029
##oc,0.013242204186245195
##ard,0.0008543357539513029
##ial,0.0025630072618539087
##far,0.0017086715079026058
##ction,0.00448526270824434
suffered,0.0012815036309269544
pennsylvania,0.00042716787697565144
10,0.02007689021785562
29,0.0032037590773173856
time,0.025630072618539085
drug,0.00299017513882956
el,0.0036309269542930374
##uti,0.00042716787697565144
##ng,0.004058094831268688
##ten,0.006407518154634771
##t,0.04933788979068774
placed,0.0025630072618539087
left,0.02947458351131995
anterior,0.004912430585219991
descending,0.0010679196924391287
11,0.016018795386586928
03,0.006407518154634771
repeat,0.0051260145237078175
per,0.01943613840239214
##cut,0.0006407518154634772
##aneous,0.0019222554463904314
intervention,0.004912430585219991
persistent,0.00299017513882956
chest,0.021999145664246048
pain,0.04378470739000427
required,0.0008543357539513029
additional,0.00299017513882956
inflation,0.00042716787697565144
##ex,0.0017086715079026058
##pan,0.0012815036309269544
##sion,0.00042716787697565144
12,0.015805211448099103
07,0.005339598462195643
repeated,0.0008543357539513029
cardiac,0.010252029047415635
cat,0.0032037590773173856
##he,0.0010679196924391287
##ter,0.0034173430158052115
##ization,0.004271678769756515
feels,0.01046561298590346
less,0.00448526270824434
discomfort,0.0070482699700982485
ramp,0.00042716787697565144
##ed,0.01302862024775737
medications,0.012815036309269542
short,0.0070482699700982485
##ness,0.016018795386586928
breath,0.007902605724049551
get,0.008329773601025202
occasional,0.0051260145237078175
abdominal,0.007689021785561726
pu,0.0032037590773173856
##ls,0.0021358393848782574
##ations,0.005553182400683468
e,0.03545493378897907
##pi,0.010892780862879111
##gas,0.0008543357539513029
##tric,0.0019222554463904314
current,0.00897052541648868
include,0.004271678769756515
ran,0.0012815036309269544
##ola,0.0012815036309269544
##zine,0.0010679196924391287
1000,0.00149508756941478
mg,0.02007689021785562
twice,0.0032037590773173856
daily,0.014737291755659975
##rin,0.006193934216146946
325,0.0021358393848782574
p,0.06364801366937206
##lav,0.0012815036309269544
##ix,0.0032037590773173856
75,0.008116189662537377
##oso,0.0012815036309269544
##rb,0.0021358393848782574
##ide,0.003844510892780863
mon,0.0008543357539513029
##oni,0.0010679196924391287
##trate,0.0019222554463904314
30,0.011747116616830415
li,0.006407518154634771
##pit,0.0021358393848782574
##or,0.015591627509611277
20,0.018154634771465186
insulin,0.008116189662537377
review,0.0066211020931225975
systems,0.0034173430158052115
negative,0.010679196924391286
physical,0.009184109354976506
examination,0.010892780862879111
appears,0.0070482699700982485
well,0.04143528406663819
weight,0.019649722340879965
165,0.0008543357539513029
pounds,0.006407518154634771
blood,0.022212729602733874
pressure,0.01943613840239214
109,0.0012815036309269544
mm,0.0021358393848782574
##h,0.024775736864587783
##g,0.02605724049551474
heart,0.014310123878684322
rate,0.007902605724049551
77,0.002776591200341734
regular,0.014310123878684322
respiratory,0.0025630072618539087
14,0.007689021785561726
h,0.05788124733020077
##ee,0.0012815036309269544
##nt,0.011747116616830415
normal,0.03225117471166168
neck,0.014737291755659975
veins,0.0017086715079026058
di,0.028193079880392994
##sten,0.0006407518154634772
##ded,0.002776591200341734
clear,0.01345578812473302
rhythm,0.0051260145237078175
##1,0.01943613840239214
single,0.0008543357539513029
##2,0.01794105083297736
murmur,0.007689021785561726
rub,0.0021358393848782574
gal,0.0036309269542930374
##lop,0.00299017513882956
abd,0.005339598462195643
##ome,0.0019222554463904314
##n,0.03780435711234515
masses,0.006834686031610423
##pa,0.006834686031610423
##tom,0.00149508756941478
##eg,0.002349423323366083
##aly,0.0008543357539513029
legs,0.0021358393848782574
club,0.0012815036309269544
##bing,0.0008543357539513029
c,0.03588210166595472
##yan,0.0012815036309269544
##osis,0.0074754378470739
ed,0.007261853908586075
##ema,0.013242204186245195
skin,0.010892780862879111
r,0.03460059803502777
##ash,0.0025630072618539087
improving,0.0012815036309269544
clinical,0.003844510892780863
card,0.01153353267834259
##iovascular,0.002776591200341734
view,0.0012815036309269544
point,0.005553182400683468
obtain,0.00299017513882956
exercise,0.011106364801366937
##read,0.0006407518154634772
##mill,0.0006407518154634772
test,0.010252029047415635
using,0.002349423323366083
standard,0.0006407518154634772
bruce,0.0010679196924391287
protocol,0.0019222554463904314
objective,0.00042716787697565144
data,0.0034173430158052115
although,0.00854335753951303
theoretical,0.00042716787697565144
##ly,0.025630072618539085
acid,0.0008543357539513029
secret,0.00042716787697565144
##ion,0.026697992310978216
due,0.009824861170439982
##nic,0.0012815036309269544
##ious,0.0008543357539513029
##emia,0.007261853908586075
suspect,0.0017086715079026058
##f,0.015591627509611277
##lux,0.0012815036309269544
reins,0.00042716787697565144
##ti,0.006407518154634771
##tu,0.0025630072618539087
##ting,0.004698846646732166
today,0.02541648868005126
##ril,0.0066211020931225975
##ose,0.0012815036309269544
##c,0.026697992310978216
pre,0.015805211448099103
##s,0.09547202050405809
##cribing,0.00042716787697565144
therapy,0.009611277231952157
stiff,0.0008543357539513029
ordering,0.00042716787697565144
ultra,0.00149508756941478
##sound,0.0010679196924391287
exclude,0.00042716787697565144
##ort,0.00299017513882956
##ic,0.01196070055531824
##eur,0.002776591200341734
##ys,0.012601452370781717
##m,0.0224263135412217
complaint,0.0021358393848782574
##pis,0.0006407518154634772
##od,0.004058094831268688
severe,0.004058094831268688
reassure,0.00042716787697565144
##d,0.037590773173857325
told,0.0036309269542930374
plan,0.008329773601025202
see,0.01794105083297736
four,0.004058094831268688
months,0.009611277231952157
best,0.002776591200341734
personal,0.0008543357539513029
regards,0.00149508756941478
since,0.015378043571123452
##rel,0.0008543357539513029
##y,0.04036736437419906
victor,0.00042716787697565144
q,0.03310551046561298
##azi,0.0008543357539513029
##script,0.0006407518154634772
document,0.0017086715079026058
2,0.05083297736010252
222,0.00042716787697565144
##36,0.0006407518154634772
##4,0.019008970525416488
##us,0.013669372063220846
dd,0.00854335753951303
86,0.0036309269542930374
##v,0.016018795386586928
209,0.011319948739854762
ca,0.01153353267834259
##rd,0.0032037590773173856
##io,0.00448526270824434
##l,0.04378470739000427
##o,0.02349423323366083
##i,0.016018795386586928
##z,0.005766766339171295
##ab,0.00299017513882956
##et,0.0036309269542930374
##ht,0.00149508756941478
##at,0.005339598462195643
##e,0.03951302862024776
##os,0.01153353267834259
##ta,0.004271678769756515
pleasure,0.002349423323366083
seeing,0.0034173430158052115
v,0.019863306279367793
##ern,0.0012815036309269544
##a,0.029260999572832125
consultation,0.002349423323366083
management,0.0025630072618539087
dr,0.0224263135412217
lev,0.0019222554463904314
##on,0.010252029047415635
nichols,0.0010679196924391287
pleasant,0.00448526270824434
60,0.009824861170439982
year,0.015164459632635626
female,0.0066211020931225975
risk,0.005766766339171295
factors,0.0019222554463904314
dependent,0.00149508756941478
diabetes,0.018154634771465186
##lli,0.0012815036309269544
##tus,0.0051260145237078175
##yper,0.0034173430158052115
##tens,0.0017086715079026058
peripheral,0.006407518154634771
art,0.006407518154634771
##erial,0.0006407518154634772
prior,0.01046561298590346
tobacco,0.0034173430158052115
abuse,0.002776591200341734
history,0.03417343015805212
##rr,0.00149508756941478
##hy,0.00448526270824434
##th,0.00897052541648868
##mia,0.01452370781717215
con,0.01302862024775737
##ges,0.0019222554463904314
##tive,0.0012815036309269544
failure,0.004058094831268688
15,0.00897052541648868
ago,0.009397693293464331
underwent,0.0051260145237078175
et,0.003844510892780863
evaluation,0.00854335753951303
ex,0.018581802648440837
##ert,0.0017086715079026058
##ional,0.00149508756941478
light,0.004698846646732166
