Node,Centrality
record,0.0
date,0.0016929762519753981
208,0.0012579719692481378
##6,0.0035307700103259544
04,0.000187380290991278
18,0.0010908887812230773
z,0.0021755665304694556
##as,0.0008019022723985745
##tr,0.00041464479631399715
##ow,0.0003702832221561802
##re,0.0025100282836596237
##ne,0.0014543388139115292
425,8.120623631649121e-07
##21,0.0001338873027675796
##5,0.004924203725196427
##8,0.0048667713566559224
##3,0.0035048901720123246
##va,0.0012658435264878798
hall,9.408902879484147e-07
internal,0.0013879274010826993
medicine,0.0007307888777339492
davis,4.725574169694177e-07
month,0.0014872356010621527
##an,0.0007249815406527632
hospital,0.003930816537844902
39,7.74565445068146e-05
glen,7.749683331755031e-07
##ea,0.0009012845511846301
##gle,2.1468384607272838e-06
drive,0.0016240932398551386
naples,1.3076992380108056e-06
ok,3.579019075708036e-05
73,0.0008458118053170506
##25,2.4246289530153727e-06
##7,0.006025296472637056
dear,0.0005299119955901372
irene,1.6746721183199223e-06
##ast,5.494191486164354e-05
##row,2.825941665559252e-06
66,0.0009888278403716666
years,0.002447913164707746
old,0.002094155298499003
returned,0.00026943544861183724
follow,0.010092894445797631
##up,0.0016833466776627825
co,0.019063216930290457
##rona,6.917438918914909e-05
##ry,0.00253009483037312
artery,0.0003787175226018263
disease,0.007302901011976876
non,0.005916788705108671
st,0.005300292979345921
segment,0.00011585777161040388
elevation,5.1335907423624335e-06
##oc,0.0045789108865870514
##ard,2.8569935786874534e-05
##ial,0.00022827836369931386
##far,5.514674359675541e-05
##ction,0.00042149760906270994
suffered,3.989805692351324e-05
pennsylvania,3.1434212653688657e-06
10,0.005722966296484893
29,3.2846729095265814e-05
time,0.013672638749762692
drug,0.0010064131287247661
el,0.0005007551616798928
##uti,2.8209972257880553e-07
##ng,0.0008232525717685551
##ten,0.0010384670672630013
##t,0.02801336343001753
placed,0.00018187194163469695
left,0.01423244044365145
anterior,0.0010388036088333655
descending,1.2963127955536953e-05
11,0.0017368829452127
03,0.00024506247067285593
repeat,0.00040757055411386086
per,0.008318482498769993
##cut,5.143000006267764e-06
##aneous,0.00019939693132936385
intervention,0.0016706919613189387
persistent,0.0002098857811547256
chest,0.007364437964198343
pain,0.028762134015603392
required,1.6530842888698135e-05
additional,0.0010145742487771819
inflation,1.4785385909912891e-06
##ex,0.00026866233964102914
##pan,7.82656835008982e-05
##sion,1.208341112044725e-06
12,0.002681398900373244
07,0.0002751825667102837
repeated,1.0731377918536523e-05
cardiac,0.002836495012443885
cat,0.00023128255631633236
##he,1.5456206852469157e-05
##ter,0.00017143102594864652
##ization,0.0011997117383668386
feels,0.003050660404608594
less,0.00027689427504844124
discomfort,0.0017308245703457684
ramp,2.5235975289407963e-06
##ed,0.00460603402800929
medications,0.004011907784979204
short,0.0010837932707266212
##ness,0.00735843839249858
breath,0.0014899848086098334
get,0.0021831312955030123
occasional,0.0006222241549906127
abdominal,0.0013301995906975928
pu,0.000715244239548499
##ls,0.00021831769195343454
##ations,0.0005894132787394329
e,0.020176349040484487
##pi,0.002594748668403151
##gas,6.026312914184931e-06
##tric,6.437834161056446e-05
current,0.0018718422105019502
include,0.00032577780372557803
ran,5.345880511177851e-05
##ola,9.408990689655813e-06
##zine,6.198663293450849e-05
1000,2.7689024244674277e-05
mg,0.005723766960528796
twice,0.0007508657796347643
daily,0.0045197219032172544
##rin,0.0016568947780085345
325,4.641995517075625e-05
p,0.049365938039626654
##lav,0.0001346351296496787
##ix,0.00020883501288142378
75,0.0010687542716276968
##oso,2.475778569602466e-05
##rb,7.674950954899464e-05
##ide,0.0004932912562920547
mon,2.0864279873192444e-05
##oni,3.7429119195159104e-05
##trate,6.191226155659009e-05
30,0.0025880023049844195
li,0.0006294899424609461
##pit,0.00014721724613837118
##or,0.005529342258800972
20,0.004182979506094821
insulin,0.0025285388142143655
review,0.0017413595124983433
systems,0.0003610442646126439
negative,0.0023256298095126467
physical,0.0019096667626050396
examination,0.0022258352450381267
appears,0.0018100856177125386
well,0.025128859676023664
weight,0.00921805791011989
165,6.821241186523254e-06
pounds,0.0013499978155423488
blood,0.00848509154061121
pressure,0.005916407811687264
109,1.6212911793242545e-05
mm,6.0119724518200966e-05
##h,0.007003342853111051
##g,0.010085238201891217
heart,0.004974747215996442
rate,0.0012288373834188075
77,0.00035009195742140287
regular,0.003339809813849283
respiratory,0.00038941419235243897
14,0.0010986290337018157
h,0.03980675286605633
##ee,4.6804792115835816e-05
##nt,0.002850060917427588
normal,0.015972656251322007
neck,0.004668124962318599
veins,5.300698158850863e-05
di,0.015961291969176967
##sten,1.538620563249437e-06
##ded,0.00014533134787647872
clear,0.0046820925985603815
rhythm,0.0006295485478114361
##1,0.005066209617709803
single,4.327188885873641e-06
##2,0.004883433637586869
murmur,0.0013351888046945746
rub,7.168715183547668e-05
gal,0.0007791847762569698
##lop,0.0001412867840621262
abd,0.0004085562258778742
##ome,5.309480802042289e-05
##n,0.022896489825011766
masses,0.0009409738288240764
##pa,0.0011900897948801008
##tom,4.9482891178727186e-05
##eg,6.154032990498989e-05
##aly,4.4702235966600846e-05
legs,0.0003104291254894671
club,2.0950725243740382e-05
##bing,1.354623067274896e-05
c,0.020801466011505364
##yan,0.00018012100326435316
##osis,0.0015499785064219925
ed,0.0012617616848139607
##ema,0.002772842696029289
skin,0.003285922052103115
r,0.020104749689568647
##ash,0.00020393271998506065
improving,7.356311918813201e-05
clinical,0.0009562963130754218
card,0.003077589348282664
##iovascular,0.00020604795791360776
view,4.033658206267931e-05
point,0.0007573230146952439
obtain,0.00037380505366955134
exercise,0.003990662640708995
##read,7.270851920327722e-06
##mill,1.2066734842054083e-05
test,0.0028049464216187057
using,0.00028888606253419546
standard,1.5531119947174467e-05
bruce,8.830084488086103e-06
protocol,0.00021077720575832254
objective,3.700801914375845e-06
data,0.0011977990695113195
although,0.0015486084630367538
theoretical,2.5735107702032658e-06
##ly,0.014268414719214613
acid,2.1883434215882885e-05
secret,5.728779466234735e-06
##ion,0.012410124541329785
due,0.0021690168748533505
##nic,0.0006736755311123667
##ious,1.6876515105730882e-05
##emia,0.0017322313572802539
suspect,9.679665779422031e-05
##f,0.004822257430801657
##lux,0.00019319502617998622
reins,4.290033590566127e-07
##ti,0.0006854347790289304
##tu,9.348375437580808e-05
##ting,0.0013179874330540911
today,0.010368221221647883
##ril,0.0007241476282579444
##ose,2.841949562649113e-05
##c,0.013058005690960394
pre,0.006098886559568637
##s,0.10023796688914971
##cribing,2.7541096418924913e-06
therapy,0.0032180997925790717
stiff,9.880188364801054e-06
ordering,7.286170102885734e-07
ultra,0.00010573946142942467
##sound,6.138528852510929e-05
exclude,1.4298235510325591e-06
##ort,0.00032479273871825775
##ic,0.003949846926645117
##eur,0.0001027698765911382
##ys,0.004740048083445198
##m,0.007719834788366183
complaint,8.026453786998227e-05
##pis,2.929920230703865e-06
##od,0.0002840915919953231
severe,0.0003838636830211095
reassure,1.0546607914301365e-06
##d,0.02016006435532249
told,0.0005621264323238031
plan,0.002555357826959342
see,0.007459902444797742
four,0.0002806084767971126
months,0.0027451333878273834
best,0.0006345408849595768
personal,1.2763258819957814e-05
regards,0.0005321506272554691
since,0.005070073293306774
##rel,4.481187097938208e-06
##y,0.02785845272102591
victor,0.0
q,0.018050123939319734
