Node,Centrality
record,0.3009376917009903
date,0.3321725672277036
210,0.28101472995090016
##5,0.3568162926018288
01,0.34010102010498167
17,0.34227050732582476
sd,0.2998864727971356
##u,0.381979977753059
##ea,0.3257755431173513
##m,0.40812930829569766
j,0.3478172794490023
##ar,0.33508977361436376
ad,0.35677922077922075
##mi,0.33022406000576976
##ss,0.2938810440735986
##ion,0.3757522704891126
##te,0.36473712161444505
pa,0.32748426473393094
##ti,0.34216819449980074
##en,0.3617021276595745
##t,0.42903548225887056
fred,0.30527157969597296
##rick,0.23754842280022137
walter,0.26064516129032256
mr,0.3521328958162428
73,0.3427829906168896
##9,0.332590799031477
##48,0.29780591449137106
##nd,0.33726183461009623
##ing,0.35198851988519886
u,0.39704012024511504
##r,0.40433298010125984
##win,0.2885956803092697
oro,0.2580208881208205
##sco,0.29413276231263386
pc,0.3411145326313698
##p,0.39475801816300726
tara,0.28314643799472294
phi,0.22090704406561595
##pps,0.23507667031763418
fa,0.3071831111906253
##l,0.42083333333333334
##y,0.4020606486359911
co,0.39353655741462296
##nt,0.3578574406002501
##ac,0.33679874460572773
wife,0.3252201913059949
francis,0.259326385742335
##ca,0.3300970873786408
duo,0.3021025776370194
##ng,0.3543493963471262
c,0.4288747346072187
51,0.3250047321597577
##6,0.3638868284412419
53,0.3267053562934069
##2,0.39430474222069123
09,0.33220470155751186
##45,0.3074306177260519
h,0.4347936186376298
55,0.3369309262166405
##3,0.3540936275520726
59,0.3337220602526725
##4,0.36976418649725423
221,0.3048921246559531
##7,0.36407972858354537
##o,0.3940784943768648
##ur,0.3226837060702875
##ce,0.36727272727272725
pat,0.33531881652182405
##ient,0.3273905996758509
ph,0.33450224040522114
##ys,0.35413014334330206
##ici,0.30443262411347516
##an,0.2717202088938123
pass,0.3092022330271925
##de,0.33352758352758355
st,0.35260293664647296
##at,0.3565939771547248
##us,0.35644592069752956
f,0.4028625058657907
##ll,0.31102255230504483
##e,0.40740301340609797
05,0.33852523659305994
r,0.4142839908312221
##so,0.32767175572519086
##n,0.41373493975903614
##or,0.37156459640770395
n,0.4088581974044529
##st,0.3302558184266205
##em,0.3426803712204371
##i,0.39475801816300726
##wai,0.28436568400132495
##ting,0.3019166520133638
cardiac,0.3519163763066202
cat,0.34540333936833634
##he,0.30357142857142855
##ter,0.3319798917246713
##ization,0.3361722956436613
cc,0.35759658440070813
male,0.33669967643886656
w,0.4287676364090398
type,0.33842515029072634
2,0.43689567430025444
##yper,0.31317829457364343
##lip,0.29193233018787723
##ide,0.32820414794991876
##mia,0.35663101048914736
positive,0.3507302624859565
family,0.32599202582115056
history,0.3724915934483133
ca,0.36551357104843
##d,0.4180667153640127
##x,0.40457115928369464
x,0.3696447793326157
##rt,0.3303193535975375
chest,0.37128338198724187
ho,0.3172579453067258
##g,0.4146341463414634
##kin,0.31141742994468125
l,0.43364061118828134
##ymph,0.3236264254075959
##oma,0.3388258510113468
p,0.4553772709189763
hp,0.3521328958162428
pleasant,0.2765563340581461
risk,0.3111070846167784
factors,0.29687905247687385
recently,0.32895871252035636
diagnosed,0.3358106786622335
##id,0.3823627658389934
##dm,0.31664361456892576
extensive,0.28002935660115796
well,0.3594682298754318
presents,0.35815602836879434
pain,0.40018645845472556
found,0.3455423626484202
mode,0.2948905109489051
##sto,0.2719569177160054
state,0.2568052647322764
hospital,0.33146718146718146
ms,0.3458904109589041
##h,0.41184936435596065
transferred,0.34040444091990485
ss,0.3207247595031288
woke,0.3034641215977377
1,0.42903548225887056
16,0.3650473051982566
intermittent,0.28028077048645117
##tu,0.2198182050953783
##ttering,0.24726382488479262
pressure,0.32826689609023996
like,0.31300701850332696
sub,0.33508977361436376
##ster,0.28500290480537804
##nal,0.33394923660410386
rating,0.29793510324483774
7,0.38832975234648875
10,0.4098341090822294
lasting,0.308009686967441
15,0.35965647255969835
minutes,0.3277655817505011
45,0.33133925125434194
active,0.33060556464811786
walking,0.27593411008437124
exercises,0.21653319881455324
gardening,0.21201457059949375
experienced,0.2679254115627682
radiated,0.2894226717235567
left,0.35227739023389415
arm,0.33466523730630543
jaw,0.2957795004306632
shoulder,0.31121986586913175
causing,0.266780609073959
throat,0.29876457282060204
tight,0.26736219246340703
##ness,0.3616640337019484
denied,0.2834736668317649
associated,0.3329777950159992
##b,0.408032319391635
##oe,0.3368648224445752
di,0.3908490780787617
##aph,0.2821924562412688
##ores,0.2762226512226512
##is,0.37978323379783235
##al,0.390582347588717
##pit,0.2959069366652305
##ations,0.31530621614176846
fever,0.31766882516188716
##s,0.4430396077925429
chill,0.3110507246376812
v,0.38553946334343775
constitutional,0.2850265604249668
symptoms,0.33762658538983387
took,0.32689195621132794
##a,0.4071614892103391
81,0.3417595541401274
##1,0.37245119305856833
called,0.3039745065061521
presented,0.3432626949220312
e,0.4135854510417921
vital,0.32820414794991876
follows,0.3157410812798823
##f,0.3938525060213327
