Node,Centrality
record,0.00026164311878597594
date,0.009419152276295134
208,0.006802721088435375
##0,0.020931449502878077
05,0.00706436420722135
27,0.004971219256933543
71,0.0039246467817896395
##f,0.014913657770800628
w,0.0468341182626897
##mp,0.010727367870225013
##s,0.09811616954474098
returns,0.0015698587127158557
clinic,0.006541077969649398
routine,0.0028780743066457353
f,0.04107796964939822
u,0.030612244897959186
visit,0.013867085295656724
since,0.012820512820512822
last,0.015698587127158558
saw,0.004186289900575615
made,0.0015698587127158557
nice,0.0005232862375719519
strides,0.0005232862375719519
breathing,0.0015698587127158557
ability,0.0005232862375719519
ex,0.01805337519623234
##ert,0.0023547880690737836
significantly,0.0007849293563579278
better,0.010204081632653062
bp,0.02119309262166405
control,0.01098901098901099
di,0.02904238618524333
##ure,0.0028780743066457353
##tics,0.0005232862375719519
g,0.03924646781789639
##erd,0.0007849293563579278
mild,0.007849293563579279
weight,0.010727367870225013
loss,0.007326007326007326
##ling,0.0028780743066457353
placed,0.0023547880690737836
##con,0.004186289900575615
##tine,0.0005232862375719519
##nce,0.0026164311878597597
helped,0.0015698587127158557
also,0.010465724751439039
improved,0.0075876504447933025
back,0.006017791732077447
pain,0.030088958660387233
lid,0.0007849293563579278
##ode,0.0005232862375719519
##rm,0.0007849293563579278
patches,0.0010465724751439038
p,0.09288330716902146
##rn,0.0026164311878597597
##xy,0.0026164311878597597
##co,0.00968079539508111
##don,0.0005232862375719519
##e,0.05311355311355312
sleep,0.0057561486132914706
study,0.0026164311878597597
recently,0.006017791732077447
confirming,0.0010465724751439038
presence,0.0010465724751439038
##p,0.04369440083725798
##nea,0.005232862375719519
problems,0.019099947671376245
h,0.0706436420722135
##yper,0.0028780743066457353
##tens,0.0005232862375719519
##ion,0.015698587127158558
el,0.005494505494505495
##eva,0.0013082155939298798
##ted,0.0023547880690737836
ch,0.019099947671376245
##ole,0.0018315018315018315
##ster,0.0015698587127158557
##ol,0.017268445839874413
ce,0.0057561486132914706
##r,0.03950811093668237
##vic,0.0015698587127158557
##al,0.030612244897959186
##oly,0.0018315018315018315
end,0.004971219256933543
##ome,0.0015698587127158557
##tri,0.004447933019361591
##ste,0.004447933019361591
##oar,0.0005232862375719519
##th,0.00968079539508111
##rit,0.004186289900575615
##is,0.016221873364730507
##ast,0.0010465724751439038
