Node,Centrality
record,2.180216372723772e-05
date,0.0016186620766470016
210,7.429798286336009e-05
##5,0.002361460362603301
01,0.000576877631819708
17,0.0011329955839462238
sd,1.5690587748374252e-05
##u,0.005598199480547103
##ea,4.2110134560100795e-05
##m,0.02198780387183286
j,0.0028529141901305717
##ar,0.0009715332952887442
ad,0.0028821940277471364
##mi,0.0010908623235776909
##ss,0.00015647711443163024
##ion,0.008090511731032198
##te,0.006377313697765258
pa,0.00032672372051930666
##ti,0.002186580646504788
##en,0.003138893408336226
##t,0.05408957567677105
fred,0.0004003258663285172
##rick,5.7179438932139e-06
walter,5.065627841132638e-05
mr,0.009875733418432928
73,0.00013916420583363383
##9,0.001055791647859366
##48,4.568110044273466e-06
##nd,0.00029959311285465234
##ing,0.006830527651041162
u,0.013583765553268953
##r,0.021566618482718954
##win,5.986368010070032e-05
oro,1.5467346143951538e-05
##sco,0.00030862731900606967
pc,0.0021554141998448503
##p,0.0205119221370061
tara,0.0005573700914623312
phi,5.129108077177191e-06
##pps,2.983089731776297e-05
fa,0.0006246610886549379
##l,0.03677664433175114
##y,0.019932912480197552
co,0.011932429446645524
##nt,0.00237654578281795
##ac,0.0007663299238838662
wife,0.00160462766904977
francis,2.3254713814484877e-06
##ca,0.0009034886758153453
duo,4.7784429935232715e-05
##ng,0.001292406095020186
c,0.03720204105695153
51,5.386429649755875e-05
##6,0.004131713362675903
53,2.5409215036625733e-05
##2,0.008962140553631308
09,0.0010940229685626147
##45,1.4034107179063242e-05
h,0.059197976886512474
55,0.0007755372997148943
##3,0.00239932990301227
59,0.00011597960088338711
##4,0.0011604241130042199
221,3.041893602571126e-06
##7,0.0038282124898438323
##o,0.01179032626778279
##ur,0.00020107775869501347
##ce,0.0027173841057473937
pat,0.0007180896485404984
##ient,0.000789065637376814
ph,0.0002081955217103064
##ys,0.0037970245309146013
##ici,0.000550717636880784
##an,0.0004419829391701098
pass,0.0003870312225378923
##de,0.0022752105973966367
st,0.004667200487454971
##at,0.0010019785254225782
##us,0.006445712320699596
f,0.016379690675610528
##ll,0.0004332565558619273
##e,0.030734413397317424
05,0.0005744763812163813
r,0.02516196534101653
##so,0.0002838959320853607
##n,0.02630964216347913
##or,0.005147088785228884
n,0.01866575636204334
##st,0.0009777920408424038
##em,0.0013859445512534906
##i,0.012675144554362722
##wai,3.63529410994823e-06
##ting,0.00015185801771909095
cardiac,0.0020386040528358918
cat,0.001795997098672048
##he,3.912235691454926e-05
##ter,0.0005757632640279156
##ization,0.0012540422725419165
cc,0.002870337639723041
male,0.0002843098186250077
w,0.04166169540769475
type,0.0005905244143792762
2,0.041900106094171004
##yper,0.00020106785309723468
##lip,2.8779887886233063e-05
##ide,0.0010147123517602232
##mia,0.0027810791110887503
positive,0.0007664303183684991
family,0.0012055915808015696
history,0.0051583298957765915
ca,0.002728697958665843
##d,0.029940638739194576
##x,0.014060585347053189
x,0.003668773339211231
##rt,0.00013835781923964938
chest,0.004142248565265999
ho,1.4897267408018276e-06
##g,0.015963196511144202
##kin,2.157764788476194e-05
l,0.0390584110385543
##ymph,0.0010111921901147713
##oma,0.0004482928348541955
p,0.09082928517662159
hp,0.0013570513128799671
pleasant,0.00022495261880594255
risk,0.0003832758476104429
factors,1.089335583075473e-05
recently,0.0001517453840446452
diagnosed,0.0004975944273654834
##id,0.007373286803997647
##dm,2.151727027397678e-05
extensive,3.180521371684766e-05
well,0.004781233371858099
presents,0.001388989312551003
pain,0.02157436917267757
found,0.0006721629265994373
mode,5.9850798861608115e-05
##sto,7.474818690003697e-05
state,3.076053437501452e-05
hospital,0.0030350982545899363
ms,0.0014183468351320978
##h,0.021681644043026214
transferred,0.0021350876369019577
ss,0.0010005047555871434
woke,1.2807287973734647e-05
1,0.032077986760959416
16,0.0016085498963071844
intermittent,0.0005198940923307367
##tu,1.255881126989989e-06
##ttering,6.719386073062487e-05
pressure,0.0006760300929293608
like,0.0005587202534710864
sub,0.00202801732577109
